"status","http_status","venues__menus__menu_name","venues__menus__sections__subsections__subsection_name","venues__menus__sections__subsections__contents__text","venues__menus__sections__subsections__contents__type","venues__menus__sections__section_name","venues__menus__currency_symbol","venues__locu_id","venues__contact__phone","venues__name","venues__location__postal_code","venues__location__locality","venues__location__address1","venues__location__region","venues__location__country","venues__location__geo__type","venues__location__geo__coordinates001","venues__location__geo__coordinates002","venues__menus__sections__subsections__contents__price","venues__menus__sections__subsections__contents__name","venues__menus__sections__subsections__contents__description","venues__menus__sections__subsections__contents__|","venues__menus__sections__subsections__contents__|__text","venues__menus__sections__subsections__contents__|__type","venues__menus__sections__subsections__contents__|__options__name","venues__menus__sections__subsections__contents__|__options__price"
"","","","","","ITEM","","","","","","","","","","","","","","10.00","Chilaquiles “Del Paraiso”","2 fried eggs, roasted summer vegetables, salsa verde, fried tortillas, cotija cheese, baja cream","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","Thick Cut French Toast","Egg dipped brioche, caramelized plantains, maple syrup","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.00","Sunshine Burrito","Flour tortilla, scrambled eggs, roasted mushroom, corn, sweet peppers, pico de gallo, sour cream, guacamole","","","","",""
"","","","","","ITEM","Sides​","","","","","","","","","","","","","3.00","Burro Homefries","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","2.00","Black Beans & Rice","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","2.00","Charro Beans","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","2.00","Spanish Style Red Rice","","","","","",""
"","","","","","ITEM","Bebidas Y Postres​","","","","","","","","","","","","","6.00","Iced Coffe Horchata","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Tres Leches","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Helados","","","","","",""
"","","","","Our margaritas are made with 100% agave tequila","SECTION_TEXT","Margaritas​","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.00","De La Casa","Agavales blanco, combier, lime juice","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Hibiscus","Agavales blanco, hibiscus syrup, citrus","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","Raspberry","House made infused raspberry tequila, chambord, lemon and lime juice","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Mango","Agavales blanco, combier, lime, mango","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.00","Cucumber","Cucumber infused tequila, mint simple, lime juice","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Strawberry","Agavales blanco, combier, lime, strawberry puree","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","1.00","Margarita Royale","Deleon diamonte blanco, royale combier, lime","","","","",""
"","","","Coronita Y Tequila","","ITEM","Shot’N Beer​","","","","","","","","","","","","","8.00","7 Oz Corona","Bottle and your choice of one of these three blanco tequilas","option_groups","Style","OPTION_CHOOSE","Exotico",""
"","","","","","","","","","","","","","","","","","","","","","","","","","La puerta negra",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Espolon",""
"","","","Draft","","ITEM","Cervezas​","","","","","","","","","","","","","6.00","Victory Prima Pils, 5.3%, Pa","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.00","Happy Sol, 5.5%, Somerville","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Estrella Damm, 5.2% Spain","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.00","Rapscallion Blessing 8%, Cambridge","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Pacifico Clara, 4.8%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.00","West Coast IPA, 7.3% San Diego","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Harpoon, 5.9%, Boston","","","","","",""
"","","","Tin","","ITEM","","","","","","","","","","","","","","5.00","Oskar Blue's Mamma Yella Pils, 5.3% Colorado","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.00","Baxter Amber Road, 5.5% Maine","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.00","Baxter Pamola Pale, 4.9% Maine","","","","","",""
"","","","Ballenas","","ITEM","","","","","","","","","","","","","","13.00","Low Rider, 22Oz 7.2% Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.00","Regia, 32Oz 4.3% El Salvador","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","15.00","The Big Smoke, 22Oz, 6.2%, New Zealand","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.00","La Migra Imperial Stout, 22 Oz. 8.5%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.00","Runaway IPA, 22Oz 7.5%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","13.00","Chupacabras Pale Ale, 22Oz 5.8%, Mexico","","","","","",""
"","","","Bottles","","ITEM","","","","","","","","","","","","","","5.00","Modelo Especiale, 4.4%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Sol, 4.1%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.00","Corona Light, 4.5%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Xx Dos Equis Xx 4.8%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.00","Negra Modelo, 5.4%, Mexico","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Estrella Damm Daura, 5.4% “Gluten Free”, Spain","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","5.00","Xingu Black Beer, 4.7%, Brazil","","","","","",""
"","","","","","ITEM","Cocktails​","","","","","","","","","","","","","11.00","Aphrodisiac","Agavero, siete leguas reposado, passionfruit puree, homemade grenadine","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","El Jefe","Monte alban mezcal, orange bitters, homemade grenadine","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","La Paloma","Agavales blanco, lime juice, jarritos grapefruit soda","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","Toro Negro","Agavales blanco, Mexican coca-cola, lemon, lime, citrus salt","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.00","Espumosa","Sparkling wine, blood orange juice, citrus bitters, lemon","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Tequila Sunrise","Siete​ lagunas blanco, homemade grenadine, orange juice","","","","",""
"","","","","","ITEM","Bloody Maria​","","","","","","","","","","","","","1.00","Agavales Blanco, Tomato Juice, Chipotle Adobo, Horseradish, Pickled Veggies","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.00","Sierra Madre","Milagro blanco, combier, lime, jalapenos, passionfruit pulp","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","Mexican Manhattan","Lunazul reposado, root liqouor, sweet vermouth, aperol, cherry liquor","","","","",""
"","","","Burro Colada","","ITEM","","","","","","","","","","","","","","11.00","Thick & Frozen!","Ron virgin, cayenne pineapple juice, cream of coconut","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.00","Michelada","Pacifico, sangrita, salt & lime","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Sangria Roja","Tempranillo, orange. Lime, cherry","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Sangria Blanca","White wine, peach liquor, fresh peach, mint","","","","",""
"","","","Sparkling Vino","","ITEM","Los Vinos​","","","","","","","","","","","","","","NV Luna Di Luna, Italy","","option_groups","Price","OPTION_CHOOSE","","6.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","","24.00"
"","","","Whites","","ITEM","","","","","","","","","","","","","","","2010 Finca La Linda, Argentina (Chardonnay)","","option_groups","Size","OPTION_CHOOSE","Glass","6.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","24.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2010 Joel Gott, Washington (Riesling)","","option_groups","Size","OPTION_CHOOSE","Glass","8.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","32.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2011 Ca’ Donini, Italy (Pinot Grigio)","","option_groups","Size","OPTION_CHOOSE","Glass","7.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","28.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2009 L. A. Cetto, Mexico (Chenin Blanc)","","option_groups","Size","OPTION_CHOOSE","Glass","6.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","24.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2011 Los Cardos, Argentina (Sauvignon Blanc)","","option_groups","Size","OPTION_CHOOSE","Glass","7.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","28.00"
"","","","Reds","","ITEM","","","","","","","","","","","","","","","2010 Lucky Star, California (Pinot Noir)","","option_groups","Size","OPTION_CHOOSE","Glass","6.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","24.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2010 R | Collection, Napa Valley, Ca (Cabernet Sauv.)","","option_groups","Size","OPTION_CHOOSE","Glass","7.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","28.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2006 L. A. Cetto, “Private Reserve” Mexico (Nebbiolo)","","option_groups","Size","OPTION_CHOOSE","Glass","12.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","52.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2010 Sensual, Argentina (Malbec)","","option_groups","Size","OPTION_CHOOSE","Glass","8.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","32.00"
"","","","","","ITEM","","","","","","","","","","","","","","","2008 Raimat, Spain (Tempranillo)","","option_groups","Size","OPTION_CHOOSE","Glass","7.00"
"","","","","","","","","","","","","","","","","","","","","","","","","","Bottle","28.00"
"","","Services","","","ITEM","","$","0153014354ee1e232418","(617) 492-7772","The western front","02139","Cambridge","343 Western Ave.","MA","United States","Point","-71.1154457275944","42.3667817009387","","Music Production","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Recording Studio","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Mixing and Mastering","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Cd Duplication","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Online Distribution","","","","","",""
"","","Full Menu","","Plenty & fresh as it can be! Served w/ pita bread.","SECTION_TEXT","Salads‌","$","0162c81b75b56b1e5a2a","(617) 718-8000","Mix Flavor Brazilian Grill","02143","Somerville","445 Somerville Ave.","MA","United States","Point","-71.102682","42.382213","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","The Great Caesar Salad Most Popular","Romaine lettuce, grated parmesan, homemade crispy croutons & creamy caesar dressing.","option_groups","Size","OPTION_CHOOSE","Small party(6-8)","19.95"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large party(12-16)","32.95"
"","","","","","","","","","","","","","","","","","","","","","","","Extra","OPTION_ADD","Side","+2.25"
"","","","","","","","","","","","","","","","","","","","","","","","","","Individual","+5.50"
"","","","","","ITEM","","","","","","","","","","","","","","","Crispy Garden Salad","A blend of mesclun greens, romaine & iceberg, topped w/ garden veggies.","option_groups","Size","OPTION_CHOOSE","Small party(6-8)","21.95"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large party(12-16)","34.95"
"","","","","","","","","","","","","","","","","","","","","","","","Extra","OPTION_ADD","Side","+2.25"
"","","","","","","","","","","","","","","","","","","","","","","","","","Individual","+5.50"
"","","","","","ITEM","","","","","","","","","","","","","","","Greek Salad","Served wita greek feta, black olives & red onions.","option_groups","Size","OPTION_CHOOSE","Small party(6-8)","24.95"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large party(12-16)","39.95"
"","","","","","","","","","","","","","","","","","","","","","","","Extra","OPTION_ADD","Individual","+5.59"
"","","","","","ITEM","","","","","","","","","","","","","","8.40","Chef`S Salad","Topped w/ sliced turkey, ham, provolone cheese & hard boiled eggs.","","","","",""
"","","","","1/2lb of our own shaped burger served w/ hand cut potatoes fries or hand cut onion rings.","SECTION_TEXT","Brazilian Specialties Sandwiches‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.25","X- Tudo Sandwiche Most Popular","1/2 100% burger meat topped w/ ham, cheese, bacon, egg, corn, grilled onions potato sticks.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","4.50","Mixto Quente Sandwich","Ham & cheese press.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","6.99","X-Galinha Sandwich","Crispy cutlet w/ eggs, cheese lettuce & tomatoes.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","X-Bacon Sandwich","1/2 lb of burger meat topped w/ crispy bacon & cheese, lettuce & tomatoes.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","7.99","X- Guloso Sandwich","Grilled chicken breast topped w/ caramelized onion pineapple, ham & mozzarella, potato, lettuce & tomatoes.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","X-Girafa Sandwich","6oz burger, 6oz chicken, ham, cheese, onions, tomatoes, bacon, lettuce.","option_groups","Side","OPTION_CHOOSE","Hand cut potatoes fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Hand cut onion rings",""
"","","","","Served w/ small salad & choice of rice pilaf, french fries or onion rings.","SECTION_TEXT","Dinners Plates‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Cocks & Bull","Steak tips & tender chicken tips marinated in our house blend of herbs.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Grilled Chicken Dinner","Fresh chicken breast marinated & grilled.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","Beef or Chicken Keb0B","With peppers & onions.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","8.45","Popcorn Chicken","Our own homemade popcorn from fresh juicy chicken.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","Fish & Chips Most Popular","Served w/ cole slaw & your side choice.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Seafood Platter","Shrimp, scallops, tilapia fillet served w/ cole slaw & your side choice.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","9.75","Barbecue Pork Ribs","With cole slaw & your side choice.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","Pork Chop Dinner","With peppers & onions (2 selected chops).","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Chicken Wing Dinner (8)","Buffalo, apple barbecue, teriaky, honey mustard.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Chicken Finger Dinner (6)","Buffalo, apple barbecue, teriaky, honey mustard.","option_groups","Side","OPTION_CHOOSE","Rice pilaf",""
"","","","","","","","","","","","","","","","","","","","","","","","","","French fries",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Onion rings",""
"","","","","Choice of ziti or linguine, w/ garlic foccacia.","SECTION_TEXT","Pasta Dinners‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.50","Chicken Broccoli Ziti Most Popular","","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","9.75","Chicken Broccoli Ziti Alfredo","","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","8.75","Meatball Ziti","","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Chicken Carbonara","Eggs, bacon, parmesan cheese & a touch of cream.","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","10.50","Tortelline Alfredo","With grilled chicken & spinach.","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","10.95","Seafood Linguini","With wine cream sauce (shrimp & scallops).","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","","ITEM","","","","","","","","","","","","","","8.95","Penne Primavera","With t shaved parmesan cheese, fresh spinach & tomatoes.","option_groups","Side","OPTION_CHOOSE","Ziti",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Linguine",""
"","","","","Jumbo wings, jumbo fingers & popcorn chicken all natural fresh chicken no additives or preservatives taste the quality!! Taste the difference!","SECTION_TEXT","Pick a Chicken‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Popcorn Chicken Most Popular","Tender juicy nuggets 100% fresh chicken breast rolled in our special mixture & cooked to order choice from sweet & sour, buffalo or blue cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Fresh Finger","Fresh chicken tenders hand coated & cooked to order. Original style, honey mustard, sweet & sour, ginger teriaky, or apple barbecue sauce.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Jumbo Wings","","","","","",""
"","","","","Served w/ lettuce & sliced tomatoes.","SECTION_TEXT","Subs Wraps or Roll Up‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.25","Steak & Cheese Sub, Wrap or Roll-Up","100% shaved steak topped w/ american cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Steak Bomb Sub, Wrap or Roll-Up","Peppers, onions, mushrooms & capiccola.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.25","Mix Flavor Sub, Wrap or Roll-Up","With pork, grilled steak, & chicken served w/ gravy.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.25","Classic Chicken Sub, Wrap or Roll-Up","With diced grilled chicken, green peppers, onions & cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.95","Southie Sub, Wrap or Roll-Up","Steak tips, grilled chicken, grilled onions, mushrooms & american cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","Turkey & Swiss Cheese Sub, Wrap or Roll-Up","Thinly sliced turkey w/ swiss layers.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.99","Chicken Stir Fry Sub, Wrap or Roll-Up","With grilled chicken peppers, onions, mushroom, broccoli, & melted american cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.25","Garden Tuna Sub, Wrap or Roll-Up","Albacore‌ tuna salad w/ diced celery & herbed mayonnaise.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Turkey Club Sub, Wrap or Roll-Up Most Popular","Thinly sliced turkey breast layered w/ crispy bacon, lettuce, tomatoes & mayonnaise.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.99","Crispy Buffalo Chicken Sub, Wrap or Roll-Up","Served w/ blue cheese lettuce, tomatoes, onions.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.99","Celtic Sub, Wrap or Roll-Up","Grilled‌ importad ham, mushoorms, peppers, onions, melted provolone cheese.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.99","Copley Sub, Wrap or Roll-Up","Chicken breast, american cheese, bacon.","","","","",""
"","","","","We take pride of our tips, we carefully select our meats & cut in large cubes then marinate in our special house blend of herbs & grill it to your liking. 12 oz steak. Served w/ a baby salad, garlic bread & choice of two sides.","SECTION_TEXT","House Specialty Tips‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.00","House Tips Most Popular","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","12.95","Sweet Apple Barbecue","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","10.50","Ginger Teriaky","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","11.50","Jalapeno Mole","","","","","",""
"","","","","1/2lb of our own shaped burger served in our scratch baked bun w/ your choice of hand cut fries or hand cut onion rings.","SECTION_TEXT","Prime Burgers‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.25","Cheddar Bacon Burger Most Popular","1/2lb burger topped w/ vermont cheddar & crispy bacon.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.50","Swiss Mushroom Burger","1/2 lb burger stacked w/ sauteed mushrooms & swiss.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.50","Spicy Cowboy Burger","1/2of burger topped w/ crispy bacon fried onions, lettuce, tomatoes, cheddar & chipotle sauce.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Classic Burger","1/2lb of burger perfectly grilled to your liking w/ lettuce & tomatoes.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Everything Burger","1/2lb burger stacked w/ & slices of ham, bacon, eggs, american cheese, lettuce & tomatoes.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.95","Garden Veggie Burger Vegetarian","100% veggie burger stacked w/ fresh avocados, tomatoes, lettuce & red onions.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.95","Tio Ranchero","1/2 lb of burger topped w/ crispy bacon, fried chilies, spicy salsa, cheddar & sour cream.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","7.50","The Works Burger","1/2lb burger stacked w/ mushrooms, sliced bacon, crispy grilled onions & russian dressing sauce.","","","","",""
"","","","","","ITEM","South of the Border‌","","","","","","","","","","","","","7.50","Death Wish Chili Most Popular","Bowl of spicy homemade chile served w/ tortillas chips topped w/ guacamole, salsa & sour cream.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","4.95","Chicken Tortilla Soup 160Z","Served w/ garlic bread.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","6.50","Burritos or Quesadillas","Burritos‌ or quesadillas served w/ beans, rice, sour cream & pico de galo sauce & guacamole.","","","","",""
"","","","","All brazilian plates served w/ rice, beans, farofa, saute collard greens.","SECTION_TEXT","Brazilian Homestyle Plates‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","Bife a Cavalo Plate","Potato fries & eggs.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Filet De Galinha Parmegiano Plate","With the addition of parmesan linguini.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Bife Parmegiano Plate","Beef‌ cutlet topped w/ marinara sauce & provolone.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.99","Bife Acebolado Plate Most Popular","Grilled w/ thinly sliced onios & garlic.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Porco Strips Plate","Slices of pork loin grilled w/ pepper, onions garlic.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Frango Frito Plate","","option_groups","Extra","OPTION_CHOOSE","Garden salad.",""
"","","","","","ITEM","","","","","","","","","","","","","","8.50","Mineirinho Plate","Grilled‌ sausage, w/ eggs.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.75","Pork Ribs Plate","","option_groups","Extra","OPTION_CHOOSE","Mashed potatoes.",""
"","","","","","ITEM","","","","","","","","","","","","","","9.50","Strogonof Plate","","option_groups","Extra","OPTION_CHOOSE","Liguinni.",""
"","","","","","ITEM","","","","","","","","","","","","","","7.99","Frango Light Plate","Marinated chicken breast grilled w/ peppers & onions.","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","9.00","Peixe Frito Com Molho Aioli Plate","Fried fish w/ cole slaw.","","","","",""
"","","","","Choose from our daily fresh vegetable toppings, meats & herbs.","SECTION_TEXT","Create Your Own Pizza or Calzone‌","","","","","","","","","","","","","","","","","","","",""
"","","","","","ITEM","","","","","","","","","","","","","","","Create Your Own Pizza or Calzone","","option_groups","Style","OPTION_CHOOSE","Own pizza",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Calzone",""
"","","","","","","","","","","","","","","","","","","","","","","","Size","OPTION_CHOOSE","Small","7.50"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large","9.00"
"","","","","","ITEM","","","","","","","","","","","","","","","Half & Half Cheese Pizza","","option_groups","Style","OPTION_CHOOSE","Own pizza",""
"","","","","","","","","","","","","","","","","","","","","","","","","","Calzone",""
"","","","","","","","","","","","","","","","","","","","","","","","Size","OPTION_CHOOSE","Small","7.50"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large","9.00"
"","","","","","ITEM","Gourmet Pizzas or Calzones‌","","","","","","","","","","","","","","Chicken Pesto Pizza or Calzone Most Popular","Grilled chicken, tomatoes & pesto sauce.","option_groups","Size","OPTION_CHOOSE","Small","10.50"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large","14.50"
"","","","","","ITEM","","","","","","","","","","","","","","","Ranchera Pizza or Calzone","Grilled chicken, crispy bacon & ranch sauce.","option_groups","Size","OPTION_CHOOSE","Small","10.50"
"","","","","","","","","","","","","","","","","","","","","","","","","","Large","14.50"
